hgnc_id	symbol	name	aliases	entrez	ensembl	uniprot	chromosome
HGNC:11206	SP100	SP100 nuclear antigen		6672	ENSG00000067066	P23497	2q37.1
HGNC:5401	SP110	SP110 nuclear body protein	IFI41|IFI75	3431	ENSG00000135899	Q9HB58	2q37.1
HGNC:17133	SP140	SP140 nuclear body protein	LYSP100-A|LYSP100-B	11262	ENSG00000079263	Q13342	2q37.1
HGNC:25105	SP140L	SP140 nuclear body protein-like		93349	ENSG00000185404	Q9H930	2q37.1
HGNC:11207	SP2	Sp2 transcription factor	KIAA0048	6668	ENSG00000167182	Q02086	17q21.3-q22
HGNC:11208	SP3	Sp3 transcription factor	SPR-2	6670	ENSG00000172845	Q02447	2q31
HGNC:11209	SP4	Sp4 transcription factor	HF1B|MGC130008|MGC130009|SPR-1	6671	ENSG00000105866	Q02446	7p15
HGNC:14529	SP5	Sp5 transcription factor		389058	ENSG00000204335	Q6BEB4	2q31
HGNC:14530	SP6	Sp6 transcription factor	Epfn|KLF14	80320	ENSG00000189120	Q3SY56	17q21.32
HGNC:17321	SP7	Sp7 transcription factor	OSX|osterix	121340	ENSG00000170374	Q8TDD2	12q13.13
HGNC:19196	SP8	Sp8 transcription factor		221833	ENSG00000164651	Q8IXZ3	7p21.2
HGNC:30690	SP9	Sp9 transcription factor	ZNF990	100131390	ENSG00000217236	P0CG40	2q31.1
HGNC:11210	SPA17	sperm autoantigenic protein 17	CT22|SP17	53340	ENSG00000064199	Q15506	11q24.2
HGNC:14967	SPACA1	sperm acrosome associated 1	SAMP32	81833	ENSG00000118434	Q9HBV2	6q15
HGNC:16260	SPACA3	sperm acrosome associated 3	ALLP17|CT54|LYC3|LYZL3|SLLP1	124912	ENSG00000141316	Q8IXA5	17q12
HGNC:16441	SPACA4	sperm acrosome associated 4	SAMP14	171169	ENSG00000177202	Q8TDM5	19q13.33
HGNC:31353	SPACA5	sperm acrosome associated 5	LYC5|LYZL5|PNPK6288|SLLP2|UNQ6288|dJ54B20.3	389852		Q96QH8	Xp11.3
HGNC:19142	SPACA5B	sperm acrosome associated 5B		729201	ENSG00000171478	Q96QH8	Xp11.3
HGNC:29575	SPACA7	sperm acrosome associated 7	C13orf28	122258	ENSG00000153498	Q96KW9	13q34
HGNC:11212	SPAG1	sperm associated antigen 1	CT140|FLJ32920|HSD-3.8|SP75|TPIS	6674	ENSG00000104450	Q07617	8q22
HGNC:33342	SPAG11A	sperm associated antigen 11A	EDDM2A|HE2	653423	ENSG00000178287	Q6PDA7	8p23.1
HGNC:14534	SPAG11B	sperm associated antigen 11B	EDDM2B|EP2|EP2C|EP2D|HE2	10407	ENSG00000164871	Q08648	8p23.1
HGNC:23225	SPAG16	sperm associated antigen 16	DKFZp666P1710|FLJ22724|PF20|WDR29	79582	ENSG00000144451	Q8N0X2	2q34
HGNC:26620	SPAG17	sperm associated antigen 17	CT143|FLJ34497|PF6|RP4-776P7.2	200162	ENSG00000155761	Q6Q759	1p12
HGNC:11214	SPAG4	sperm associated antigen 4	CT127|SUN4	6676	ENSG00000061656	Q9NPE6	20q11.2
HGNC:13452	SPAG5	sperm associated antigen 5	DEEPEST|MAP126|hMAP126	10615	ENSG00000076382	Q96R06	17q11.2
HGNC:11215	SPAG6	sperm associated antigen 6	CT141|Repro-SA-1|pf16	9576	ENSG00000077327	O75602	10p12.31
HGNC:11216	SPAG7	sperm associated antigen 7	ACRP|FSA-1|MGC20134	9552	ENSG00000091640	O75391	17p13.2
HGNC:14105	SPAG8	sperm associated antigen 8	BS-84|CILD28|CT142|HSD-1|SPAG3|hSMP-1	26206	ENSG00000137098	Q99932	9p13.3
HGNC:14524	SPAG9	sperm associated antigen 9	CT89|FLJ13450|FLJ14006|FLJ26141|FLJ34602|HLC4|HSS|JLP|KIAA0516|MGC117291|MGC14967|MGC74461|PHET|PIG6|SYD1	9043	ENSG00000008294	O60271	17q21.33
HGNC:11217	SPAM1	sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)	HYAL5|PH-20|SPAG15	6677	ENSG00000106304	P38567	7q31
HGNC:11218	SPANXA1	sperm protein associated with the nucleus, X-linked, family member A1	CT11.1|NAP-X|SPAN-Xa|SPAN-Xb|SPANX	30014	ENSG00000198021	Q9NS26	Xq27.2
HGNC:14328	SPANXA2	SPANX family, member A2	SPANX	728712	ENSG00000203926	Q9NS26	Xq27.2
HGNC:14329	SPANXB1	SPANX family, member B1	CT11.2	728695	ENSG00000235604	Q9NS25	Xq27.1
HGNC:14330	SPANXB2	SPANX family, member B2		100133171	ENSG00000227234	Q9NS25	Xq27.1
HGNC:14331	SPANXC	SPANX family, member C	CT11.3|CTp11	64663	ENSG00000198573	Q9NY87	Xq27.2
HGNC:14332	SPANXD	SPANX family, member D	CT11.4	64648	ENSG00000196406	Q9BXN6	Xq27.2
HGNC:18408	SPANXE	SPANX family, member E		171489		Q8TAD1	Xq27.2
HGNC:18409	SPANXF1	SPANX family, member F1		171490		Q9NS25	Xq27.1
HGNC:33174	SPANXN1	SPANX family, member N1	CT11.6|SPANX-N1	494118		Q5VSR9	Xq27.3
HGNC:33175	SPANXN2	SPANX family, member N2	CT11.7|SPANX-N2	494119	ENSG00000203924	Q5MJ10	Xq27.3
HGNC:33176	SPANXN3	SPANX family, member N3	CT11.8|SPANX-N3	139067	ENSG00000189252	Q5MJ09	Xq27.3
HGNC:33177	SPANXN4	SPANX family, member N4	CT11.9|SPANX-N4	441525	ENSG00000189326	Q5MJ08	Xq27.3
HGNC:33178	SPANXN5	SPANX family, member N5	CT11.10|SPANX-N5	494197		Q5MJ07	Xp11.22
HGNC:11219	SPARC	secreted protein, acidic, cysteine-rich (osteonectin)	ON	6678	ENSG00000113140	P09486	5q31-q33
HGNC:11220	SPARCL1	SPARC-like 1 (hevin)	MAST9	8404	ENSG00000152583	Q14515	4q22-q25
HGNC:11233	SPAST	spastin	ADPSP|FSP2|KIAA1083|SPG4	6683	ENSG00000021574	Q9UBP0	2p24-p21
HGNC:14682	SPATA1	spermatogenesis associated 1	SP-2	100505741	ENSG00000122432	Q5VX52	1p22.3
HGNC:23221	SPATA12	spermatogenesis associated 12		353324	ENSG00000186451	Q7Z6I5	3p21.2
HGNC:23222	SPATA13	spermatogenesis associated 13	ARHGEF29|FLJ31208	221178	ENSG00000182957	Q96N96	13q12.13
HGNC:29935	SPATA16	spermatogenesis associated 16	NYD-SP12	83893	ENSG00000144962	Q9BXB7	3q26.31
HGNC:25184	SPATA17	spermatogenesis associated 17	IQCH	128153	ENSG00000162814	Q96L03	1q41
HGNC:29579	SPATA18	spermatogenesis associated 18	FLJ32906	132671	ENSG00000163071	Q8TC71	4q11
HGNC:30614	SPATA19	spermatogenesis associated 19	CT132|FLJ25851|SPAS1|spergen1	219938	ENSG00000166118	Q7Z5L4	11q25
HGNC:14681	SPATA2	spermatogenesis associated 2	KIAA0757|PD1|tamo	9825	ENSG00000158480	Q9UM82	20q13.13
HGNC:26125	SPATA20	spermatogenesis associated 20	FLJ21347|SSP411|Tisp78	64847	ENSG00000006282	Q8TB22	17q21.33
HGNC:28026	SPATA21	spermatogenesis associated 21	spergen-2|spergen2	374955	ENSG00000187144	Q7Z572	1p36.13
HGNC:30705	SPATA22	spermatogenesis associated 22	NYD-SP20	84690	ENSG00000141255	Q8NHS9	17p13.3
HGNC:27322	SPATA24	spermatogenesis associated 24	CCDC161|T6441	202051	ENSG00000170469	Q86W54	5q31.2
HGNC:16158	SPATA25	spermatogenesis associated 25	C20orf165|TSG23|dJ337O18.8	128497	ENSG00000149634	Q9BR10	20q13.12
HGNC:28393	SPATA2L	spermatogenesis associated 2-like	C16orf76|MGC26885|tamo	124044	ENSG00000158792	Q8IUW3	16q24.3
HGNC:17884	SPATA3	spermatogenesis associated 3	TSARG1	130560	ENSG00000173699	Q8NHX4	2q37.1
HGNC:23394	SPATA31A1	SPATA31 subfamily A, member 1	C9orf36|C9orf36A|DKFZP434B204|FAM75A1|OTTHUMG00000013156	647060	ENSG00000204849	Q5TZJ5	9p12
HGNC:32002	SPATA31A2	SPATA31 subfamily A, member 2	FAM75A2|OTTHUMG00000013563	642265	ENSG00000204848	Q5RGS2	9p13.1
HGNC:32003	SPATA31A3	SPATA31 subfamily A, member 3	DKFZp434B204|FAM75A3|OTTHUMG00000013164	727830	ENSG00000147926	Q5VYP0	9p12
HGNC:32004	SPATA31A4	SPATA31 subfamily A, member 4	FAM75A4|OTTHUMG00000066731	642629	ENSG00000234214	Q4VX67	9p12
HGNC:32005	SPATA31A5	SPATA31 subfamily A, member 5	FAM75A5|OTTHUMG00000013204	727905	ENSG00000233788	Q5VU36	9p12
HGNC:32006	SPATA31A6	SPATA31 subfamily A, member 6	FAM75A6|OTTHUMG00000013224	389730	ENSG00000185775	Q5VVP1	9p11.2
HGNC:32007	SPATA31A7	SPATA31 subfamily A, member 7	FAM75A7|OTTHUMG00000013196	26165	ENSG00000234734	Q8IWB4	9q12
HGNC:31411	SPATA31B1	SPATA31 subfamily B, member 1	C9orf36B|FAM75B|bA388B24.2	404770	ENSG00000231649	Q5VZV4	9q21.32
HGNC:24508	SPATA31C2	SPATA31 subfamily C, member 2	DKFZP434M131|FAM75C2	645961	ENSG00000177910	B4DYI2	9q22.1
HGNC:37283	SPATA31D1	SPATA31 subfamily D, member 1	FAM75D1|FLJ46321	389763	ENSG00000214929	Q6ZQQ2	9q21.32
HGNC:38603	SPATA31D3	SPATA31 subfamily D, member 3	FAM75D3|FLJ44082	389762	ENSG00000186788	P0C874	9q21.32
HGNC:38601	SPATA31D4	SPATA31 subfamily D, member 4	FAM75D4|FLJ43859	389761	ENSG00000189357	Q6ZUB0	9q21.32
HGNC:26672	SPATA31E1	SPATA31 subfamily E, member 1	C9orf79|FAM75E1|FLJ35866	286234	ENSG00000177992	Q6ZUB1	9q22.1-q22.2
HGNC:26349	SPATA32	spermatogenesis associated 32	AEP2|C17orf46|FLJ25414|TEX34|VAD1.2	124783	ENSG00000184361	Q96LK8	17q21.31
HGNC:26463	SPATA33	spermatogenesis associated 33	C16orf55|FLJ31606	124045	ENSG00000167523	Q96N06	16q24.3
HGNC:17333	SPATA4	spermatogenesis associated 4	SPEF1B|TSARG2	132851	ENSG00000150628	Q8NEY3	4q34.2
HGNC:18119	SPATA5	spermatogenesis associated 5	AFG2|SPAF	166378	ENSG00000145375	Q8NB90	4q28.1
HGNC:28762	SPATA5L1	spermatogenesis associated 5-like 1	FLJ12286|MGC5347	79029	ENSG00000171763	Q9BVQ7	15q15.1
HGNC:18309	SPATA6	spermatogenesis associated 6	FLJ10007|SRF-1|SRF1	54558	ENSG00000132122	Q9NWH7	1p32.3
HGNC:25472	SPATA6L	spermatogenesis associated 6-like	C9orf68|FLJ10058	55064	ENSG00000106686	Q8N4H0	9p24.2
HGNC:20423	SPATA7	spermatogenesis associated 7	HSD3|LCA3	55812	ENSG00000042317	Q9P0W8	14q31.3
HGNC:28676	SPATA8	spermatogenesis associated 8	MGC44294	145946	ENSG00000185594	Q6RVD6	15q26
HGNC:22988	SPATA9	spermatogenesis associated 9	FLJ35906|NYD-SP16	83890	ENSG00000145757	Q9BWV2	5q15
HGNC:30510	SPATC1	spermatogenesis and centriole associated 1	MGC61633|SPATA15|SPERIOLIN	375686	ENSG00000186583	Q76KD6	8q24.3
HGNC:1298	SPATC1L	spermatogenesis and centriole associated 1-like	C21orf56	84221	ENSG00000160284	Q9H0A9	21q22.3
HGNC:22957	SPATS1	spermatogenesis associated, serine-rich 1	FLJ25442|SPATA8|SRSP1	221409	ENSG00000249481	Q496A3	6p21.1
HGNC:18650	SPATS2	spermatogenesis associated, serine-rich 2	FLJ13117|SCR59|SPATA10	65244	ENSG00000123352	Q86XZ4	12q13.12
HGNC:24574	SPATS2L	spermatogenesis associated, serine-rich 2-like	DNAPTP6	26010	ENSG00000196141	Q9NUQ6	2q33.1
HGNC:26913	SPC24	SPC24, NDC80 kinetochore complex component	FLJ90806|SPBC24	147841	ENSG00000161888	Q8NBT2	19p13.2
HGNC:24031	SPC25	SPC25, NDC80 kinetochore complex component	AD024|MGC22228|SPBC25	57405	ENSG00000152253	Q9HBM1	2q31.1
HGNC:23401	SPCS1	signal peptidase complex subunit 1 homolog (S. cerevisiae)	HSPC033|SPC1|SPC12|YJR010C-A	28972	ENSG00000114902	Q9Y6A9	3p21.31
HGNC:28962	SPCS2	signal peptidase complex subunit 2 homolog (S. cerevisiae)	KIAA0102	9789	ENSG00000118363	Q15005	11q13.4
HGNC:26212	SPCS3	signal peptidase complex subunit 3 homolog (S. cerevisiae)	FLJ22649|PRO3567|SPC22/23|SPC3|YLR066W	60559	ENSG00000129128	P61009	4q34.2
HGNC:17257	SPDEF	SAM pointed domain containing ETS transcription factor	PDEF|bA375E1.3	25803	ENSG00000124664	O95238	6p21.3
HGNC:26010	SPDL1	spindle apparatus coiled-coil protein 1	CCDC99|FLJ20364|hSpindly	54908	ENSG00000040275	Q96EA4	5q35.1
HGNC:30613	SPDYA	speedy/RINGO cell cycle regulator family member A	Ringo3|SPDY1|SPY1	245711	ENSG00000163806	Q5MJ70	2p23
HGNC:32681	SPDYC	speedy/RINGO cell cycle regulator family member C	Ringo2	387778	ENSG00000204710	Q5MJ68	11q13.1
HGNC:16408	SPDYE1	speedy/RINGO cell cycle regulator family member E1	Ringo1|SPDYE|WBSCR19	285955	ENSG00000136206	Q8NFV5	7q11.23
HGNC:33841	SPDYE2	speedy/RINGO cell cycle regulator family member E2	MGC119295	441273	ENSG00000205238	Q495Y8	7q22.1
HGNC:48334	SPDYE2B	speedy/RINGO cell cycle regulator family member E2B		100310812	ENSG00000173678	A6NHP3	7q22.1
HGNC:35462	SPDYE3	speedy/RINGO cell cycle regulator family member E3		441272	ENSG00000214300	A6NKU9	7q22.1
HGNC:35463	SPDYE4	speedy/RINGO cell cycle regulator family member E4		388333	ENSG00000183318	A6NLX3	17p13.1
HGNC:35464	SPDYE5	speedy/RINGO cell cycle regulator family member E5		442590		A6NIY4	7q11.23
HGNC:30615	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	CYTSB|FLJ36955|HCMOGT-1|NSP	92521	ENSG00000128487	Q5M775	17p11.2
HGNC:29022	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1-like	CYTSA|KIAA0376	23384	ENSG00000100014	Q69YQ0	22q11.23
HGNC:15874	SPEF1	sperm flagellar 1	C20orf28|DKFZP434I114|SPEF1A	25876	ENSG00000101222	Q9Y4P9	20p13
HGNC:26293	SPEF2	sperm flagellar 2	CT122|FLJ23577|KPL2	79925	ENSG00000152582	Q9C093	5p13.2
HGNC:16901	SPEG	SPEG complex locus	APEG1|BPEG|KIAA1297|MGC12676|SPEGalpha|SPEGbeta	10290	ENSG00000072195	Q15772	2q35
HGNC:32429	SPEM1	spermatid maturation 1	C17orf83|FLJ40081	374768	ENSG00000181323	Q8N4L4	17p13.1
HGNC:17575	SPEN	spen family transcriptional repressor	KIAA0929|MINT|RBM15C|SHARP	23013	ENSG00000065526	Q96T58	1p36
HGNC:30720	SPERT	spermatid associated	CBY2|NURIT	220082	ENSG00000174015	Q8NA61	13q14.13
HGNC:15570	SPESP1	sperm equatorial segment protein 1	SP-ESP	246777	ENSG00000258484	Q6UW49	15q22.31
HGNC:11226	SPG11	spastic paraplegia 11 (autosomal recessive)	FLJ21439|KIAA1840	80208	ENSG00000104133	Q96JI7	15q13-q15
HGNC:18514	SPG20	spastic paraplegia 20 (Troyer syndrome)	KIAA0610|TAHCCP1	23111	ENSG00000133104	Q8N0X7	13q13.1
HGNC:20373	SPG21	spastic paraplegia 21 (autosomal recessive, Mast syndrome)	ACP33|BM-019|GL010|MAST	51324	ENSG00000090487	Q9NZD8	15q21-q22
HGNC:11237	SPG7	spastic paraplegia 7 (pure and complicated autosomal recessive)	CAR|CMAR|SPG5C	6687	ENSG00000197912	Q9UQ90	16q24.3
HGNC:16957	SPHAR	S-phase response (cyclin related)		10638	ENSG00000213029	Q15513	1q42.13
HGNC:11240	SPHK1	sphingosine kinase 1	SPHK	8877	ENSG00000176170	Q9NYA1	17q25.2
HGNC:18859	SPHK2	sphingosine kinase 2		56848	ENSG00000063176	Q9NRA0	19q13.33
HGNC:30619	SPHKAP	SPHK1 interactor, AKAP domain containing	SKIP	80309	ENSG00000153820	Q2M3C7	2q36.3
HGNC:11241	SPI1	spleen focus forming virus (SFFV) proviral integration oncogene	OF|PU.1|SFPI1|SPI-1|SPI-A	6688	ENSG00000066336	P17947	11p12-p11.22
HGNC:11242	SPIB	Spi-B transcription factor (Spi-1/PU.1 related)	SPI-B	6689	ENSG00000269404	Q01892	19q13.3-q13.4
HGNC:29549	SPIC	Spi-C transcription factor (Spi-1/PU.1 related)	MGC40611|SPI-C	121599	ENSG00000166211	Q8N5J4	12q23
HGNC:25083	SPICE1	spindle and centriole associated protein 1	CCDC52|SPICE	152185	ENSG00000163611	Q8N0Z3	3q13.2
HGNC:28971	SPIDR	scaffolding protein involved in DNA repair	KIAA0146	23514	ENSG00000164808	Q14159	8q11.21
HGNC:11243	SPIN1	spindlin 1	SPIN	10927	ENSG00000106723	Q9Y657	9q22.1
HGNC:20694	SPIN2A	spindlin family, member 2A	DXF34|SPIN2	54466	ENSG00000147059	Q99865	Xp11.1
HGNC:33147	SPIN2B	spindlin family, member 2B	SPIN-2	474343	ENSG00000186787	Q9BPZ2	Xp11.1
HGNC:27272	SPIN3	spindlin family, member 3		169981	ENSG00000204271	Q5JUX0	Xp11.22
HGNC:27040	SPIN4	spindlin family, member 4	FLJ44984	139886	ENSG00000186767	Q56A73	Xq11.1
HGNC:11244	SPINK1	serine peptidase inhibitor, Kazal type 1	PCTT|PSTI|Spink3|TATI	6690	ENSG00000164266	P00995	5q32
HGNC:27200	SPINK13	serine peptidase inhibitor, Kazal type 13 (putative)	HBVDNAPTP1|HESPINTOR|LiESP6|MGC149260|SPINK5L3	153218	ENSG00000214510	Q1W4C9	5q32
HGNC:33825	SPINK14	serine peptidase inhibitor, Kazal type 14 (putative)	SPINK5L2	408187	ENSG00000196800	Q6IE38	5q32
HGNC:11245	SPINK2	serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor)	HUSI-II	6691	ENSG00000128040	P20155	4q12
HGNC:16646	SPINK4	serine peptidase inhibitor, Kazal type 4	MGC133107|PEC-60	27290	ENSG00000122711	O60575	9p13.3
HGNC:15464	SPINK5	serine peptidase inhibitor, Kazal type 5	DKFZp686K19184|FLJ21544|FLJ97536|FLJ97596|FLJ99794|LEKTI|LETKI|NETS|NS|VAKTI	11005	ENSG00000133710	Q9NQ38	5q31-q32
HGNC:29486	SPINK6	serine peptidase inhibitor, Kazal type 6	BUSI2|MGC21394|UNQ844	404203	ENSG00000178172	Q6UWN8	5q32
HGNC:24643	SPINK7	serine peptidase inhibitor, Kazal type 7 (putative)	ECG2|ECRG2	84651	ENSG00000145879	P58062	5q32
HGNC:33160	SPINK8	serine peptidase inhibitor, Kazal type 8 (putative)		646424	ENSG00000229453	P0C7L1	3p21.31
HGNC:32951	SPINK9	serine peptidase inhibitor, Kazal type 9		643394	ENSG00000204909	Q5DT21	5q33.1
HGNC:11246	SPINT1	serine peptidase inhibitor, Kunitz type 1	HAI|MANSC2	6692	ENSG00000166145	O43278	15q13.3
HGNC:11247	SPINT2	serine peptidase inhibitor, Kunitz type, 2	HAI-2|Kop	10653	ENSG00000167642	O43291	19q13.2
HGNC:11248	SPINT3	serine peptidase inhibitor, Kunitz type, 3	HKIB9	10816	ENSG00000101446	P49223	20q12-q13.2
HGNC:16130	SPINT4	serine peptidase inhibitor, Kunitz type 4	C20orf137|dJ601O1.1	391253	ENSG00000149651	Q6UDR6	20q13.12
HGNC:30622	SPIRE1	spire-type actin nucleation factor 1	KIAA1135|spir-1	56907	ENSG00000134278	Q08AE8	18p11.21
HGNC:30623	SPIRE2	spire-type actin nucleation factor 2	KIAA1832|spir-2	84501	ENSG00000204991	Q8WWL2	16q24
HGNC:11249	SPN	sialophorin	CD43|GPL115|LSN	6693	ENSG00000197471	P16150	16p11.2
HGNC:30621	SPNS1	spinster homolog 1 (Drosophila)	HSpin1|LAT|PP2030|SPIN1|SPINL|nrs	83985	ENSG00000169682	Q9H2V7	16p11.2
HGNC:26992	SPNS2	spinster homolog 2 (Drosophila)		124976	ENSG00000183018	Q8IVW8	17p13.2
HGNC:28433	SPNS3	spinster homolog 3 (Drosophila)	MGC29671	201305	ENSG00000182557	Q6ZMD2	17p13.2
HGNC:11250	SPO11	SPO11 meiotic protein covalently bound to DSB	CT35|SPATA43|TOPVIA	23626	ENSG00000054796	Q9Y5K1	20q13.31
HGNC:26338	SPOCD1	SPOC domain containing 1	FLJ25348	90853	ENSG00000134668	Q6ZMY3	1p35.1
HGNC:11251	SPOCK1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1	SPOCK|TIC1|testican-1	6695	ENSG00000152377	Q08629	5q31.2
HGNC:13564	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2	KIAA0275|testican-2	9806	ENSG00000107742	Q92563	10q22.1
HGNC:13565	SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3	testican-3	50859	ENSG00000196104	Q9BQ16	4q32.3
HGNC:11252	SPON1	spondin 1, extracellular matrix protein	KIAA0762|f-spondin	10418	ENSG00000152268	Q9HCB6	11p15.2
HGNC:11253	SPON2	spondin 2, extracellular matrix protein	DIL1	10417	ENSG00000159674	Q9BUD6	4p16.3
HGNC:11254	SPOP	speckle-type POZ protein	BTBD32|TEF2	8405	ENSG00000121067	O43791	17q21.33
HGNC:27934	SPOPL	speckle-type POZ protein-like	BTBD33	339745	ENSG00000144228	Q6IQ16	2q22.1
HGNC:11255	SPP1	secreted phosphoprotein 1	BNSP|BSPI|ETA-1|OPN	6696	ENSG00000118785	P10451	4q22.1
HGNC:11256	SPP2	secreted phosphoprotein 2, 24kDa	SPP24	6694	ENSG00000072080	Q13103	2q37.1
HGNC:30227	SPPL2A	signal peptide peptidase like 2A	IMP3|PSL2	84888	ENSG00000138600	Q8TCT8	15q21.2
HGNC:30627	SPPL2B	signal peptide peptidase like 2B	IMP4|KIAA1532|PSL1	56928	ENSG00000005206	Q8TCT7	19p13.3
HGNC:28902	SPPL2C	signal peptide peptidase like 2C	IMP5	162540	ENSG00000185294	Q8IUH8	17q21.31
HGNC:30424	SPPL3	signal peptide peptidase like 3	DKFZP586C1324|IMP2|MGC126674|MGC126676|MGC90402|PSL4	121665	ENSG00000157837	Q8TCT6	12q24.31
HGNC:11257	SPR	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)	SDR38C1	6697	ENSG00000116096	P35270	2p14-p12
HGNC:20249	SPRED1	sprouty-related, EVH1 domain containing 1	FLJ33903	161742	ENSG00000166068	Q7Z699	15q14
HGNC:17722	SPRED2	sprouty-related, EVH1 domain containing 2	FLJ21897|FLJ31917|Spred-2	200734	ENSG00000198369	Q7Z698	2p14
HGNC:31041	SPRED3	sprouty-related, EVH1 domain containing 3		399473	ENSG00000188766	Q2MJR0	19q13
HGNC:16871	SPRN	shadow of prion protein homolog (zebrafish)	FLJ41197|Shadoo|Sprn|bA108K14.1	503542	ENSG00000203772	Q5BIV9	10q26.3
HGNC:11259	SPRR1A	small proline-rich protein 1A		6698	ENSG00000169474	P35321	1q21-q22
HGNC:11260	SPRR1B	small proline-rich protein 1B	GADD33|SPRR1	6699	ENSG00000169469	P22528	1q21-q22
HGNC:11261	SPRR2A	small proline-rich protein 2A		6700	ENSG00000241794	P35326	1q21-q22
HGNC:11262	SPRR2B	small proline-rich protein 2B		6701	ENSG00000196805	P35325	1q21-q22
HGNC:11264	SPRR2D	small proline-rich protein 2D		6703	ENSG00000163216	P22532	1q21-q22
HGNC:11265	SPRR2E	small proline-rich protein 2E		6704	ENSG00000203785	P22531	1q21-q22
HGNC:11266	SPRR2F	small proline-rich protein 2F		6705	ENSG00000244094	Q96RM1	1q21-q22
HGNC:11267	SPRR2G	small proline-rich protein 2G		6706	ENSG00000159516	Q9BYE4	1q21-q22
HGNC:11268	SPRR3	small proline-rich protein 3		6707	ENSG00000163209	Q9UBC9	1q21-q22
HGNC:23173	SPRR4	small proline-rich protein 4		163778	ENSG00000184148	Q96PI1	1q21.3
HGNC:25356	SPRTN	SprT-like N-terminal domain	C1orf124|DKFZP547N043|DVC1|Spartan	83932	ENSG00000010072	Q9H040	1q42.12-q43
HGNC:11269	SPRY1	sprouty homolog 1, antagonist of FGF signaling (Drosophila)	hSPRY1	10252	ENSG00000164056	O43609	4q
HGNC:11270	SPRY2	sprouty homolog 2 (Drosophila)	hSPRY2	10253	ENSG00000136158	O43597	13q31.1
HGNC:11271	SPRY3	sprouty homolog 3 (Drosophila)	HSPRY3	10251	ENSG00000168939	O43610	Xq28 and Yq12
HGNC:15533	SPRY4	sprouty homolog 4 (Drosophila)		81848	ENSG00000187678	Q9C004	5q31.3
HGNC:25920	SPRYD3	SPRY domain containing 3	FLJ14800	84926	ENSG00000167778	Q8NCJ5	12q13.13
HGNC:27468	SPRYD4	SPRY domain containing 4	DKFZp686N0877	283377	ENSG00000176422	Q8WW59	12q13.3
HGNC:14297	SPRYD7	SPRY domain containing 7	C13orf1|CLLD6	57213	ENSG00000123178	Q5W111	13q14.3
HGNC:30628	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	SSB-1	80176	ENSG00000171621	Q96BD6	1p36.22
HGNC:29522	SPSB2	splA/ryanodine receptor domain and SOCS box containing 2	GRCC9|SSB-2	84727		Q99619	12p13.31
HGNC:30629	SPSB3	splA/ryanodine receptor domain and SOCS box containing 3	C16orf31|SSB-3	90864	ENSG00000162032	Q6PJ21	16p13.3
HGNC:30630	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4	SSB-4	92369	ENSG00000175093	Q96A44	3q23
HGNC:11272	SPTA1	spectrin, alpha, erythrocytic 1 (elliptocytosis 2)	EL2	6708	ENSG00000163554	P02549	1q21
HGNC:11273	SPTAN1	spectrin, alpha, non-erythrocytic 1		6709	ENSG00000197694	Q13813	9q34.11
HGNC:11274	SPTB	spectrin, beta, erythrocytic		6710	ENSG00000070182	P11277	14q24.1-q24.2
HGNC:11275	SPTBN1	spectrin, beta, non-erythrocytic 1		6711	ENSG00000115306	Q01082	2p21
HGNC:11276	SPTBN2	spectrin, beta, non-erythrocytic 2	SCA5	6712	ENSG00000173898	O15020	11q13.2
HGNC:14896	SPTBN4	spectrin, beta, non-erythrocytic 4	KIAA1642|SPTBN3	57731	ENSG00000160460	Q9H254	19q13.13
HGNC:15680	SPTBN5	spectrin, beta, non-erythrocytic 5	BSPECV|HUBSPECV|HUSPECV	51332	ENSG00000137877	Q9NRC6	15q21
HGNC:11277	SPTLC1	serine palmitoyltransferase, long chain base subunit 1	HSAN1|HSN1|LCB1|SPTI|hLCB1	10558	ENSG00000090054	O15269	9q22.31
HGNC:11278	SPTLC2	serine palmitoyltransferase, long chain base subunit 2	KIAA0526|LCB2|LCB2A|hLCB2a	9517	ENSG00000100596	O15270	14q24.3
HGNC:16253	SPTLC3	serine palmitoyltransferase, long chain base subunit 3	C20orf38|FLJ11112|LCB2B|SPTLC2L|hLCB2b	55304	ENSG00000172296	Q9NUV7	20p12.1
HGNC:20361	SPTSSA	serine palmitoyltransferase, small subunit A	C14orf147|ssSPTa	171546	ENSG00000165389	Q969W0	14q13.1
HGNC:24045	SPTSSB	serine palmitoyltransferase, small subunit B	ADMP|C3orf57|ssSPTb	165679	ENSG00000196542	Q8NFR3	3q26.1
